Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-18 00:00:00-04:00,537.0700073242188,544.2000122070312,533.9000244140625,537.9500122070312,10323500,0.0,0.0
2024-09-19 00:00:00-04:00,550.0,562.0700073242188,546.52001953125,559.0999755859375,15647000,0.0,0.0
2024-09-20 00:00:00-04:00,560.0,564.5,556.2999877929688,561.3499755859375,22066800,0.0,0.0
2024-09-23 00:00:00-04:00,569.5,573.97998046875,562.4099731445312,564.4099731445312,12830700,0.0,0.0
2024-09-24 00:00:00-04:00,566.6799926757812,567.75,554.1900024414062,563.3300170898438,12993000,0.0,0.0
2024-09-25 00:00:00-04:00,564.0499877929688,576.8800048828125,563.719970703125,568.3099975585938,16543400,0.0,0.0
2024-09-26 00:00:00-04:00,575.72998046875,577.4000244140625,562.3499755859375,567.8400268554688,14400800,0.0,0.0
2024-09-27 00:00:00-04:00,570.0999755859375,570.8400268554688,564.510009765625,567.3599853515625,9398400,0.0,0.0
2024-09-30 00:00:00-04:00,567.7000122070312,574.6799926757812,564.7999877929688,572.4400024414062,12792300,0.0,0.0
2024-10-01 00:00:00-04:00,577.97998046875,583.0399780273438,570.0999755859375,576.469970703125,15259300,0.0,0.0
2024-10-02 00:00:00-04:00,574.8599853515625,576.0,569.3400268554688,572.8099975585938,6524700,0.0,0.0
2024-10-03 00:00:00-04:00,570.1500244140625,583.3599853515625,568.72998046875,582.77001953125,11581000,0.0,0.0
2024-10-04 00:00:00-04:00,583.72998046875,596.8499755859375,581.4299926757812,595.9400024414062,14169500,0.0,0.0
2024-10-07 00:00:00-04:00,598.219970703125,602.9500122070312,584.0399780273438,584.780029296875,12014200,0.0,0.0
2024-10-08 00:00:00-04:00,589.6900024414062,593.5599975585938,585.969970703125,592.8900146484375,7857400,0.0,0.0
2024-10-09 00:00:00-04:00,593.989990234375,594.3900146484375,581.6099853515625,590.510009765625,9529700,0.0,0.0
2024-10-10 00:00:00-04:00,587.5700073242188,590.22998046875,582.52001953125,583.8300170898438,7740400,0.0,0.0
2024-10-11 00:00:00-04:00,584.8300170898438,591.2100219726562,582.7100219726562,589.9500122070312,8587100,0.0,0.0
2024-10-14 00:00:00-04:00,594.219970703125,600.0999755859375,589.9600219726562,590.4199829101562,8252000,0.0,0.0
2024-10-15 00:00:00-04:00,590.1599731445312,590.6099853515625,580.1400146484375,586.27001953125,9564200,0.0,0.0
2024-10-16 00:00:00-04:00,581.4000244140625,582.0800170898438,574.030029296875,576.7899780273438,11268400,0.0,0.0
2024-10-17 00:00:00-04:00,583.3300170898438,584.969970703125,575.2000122070312,576.9299926757812,8701200,0.0,0.0
2024-10-18 00:00:00-04:00,581.0999755859375,583.969970703125,575.25,576.469970703125,7688000,0.0,0.0
